date,campaign_id,channel,campaign_type,region,device,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,roi
2024-09-13,109640,Display,Remarketing,South,Mobile,29786,221,27,685.49,14472.75,0.0074,0.1222,20.113
2024-10-21,109641,Google Search,Performance,South,Mobile,25296,934,71,66193.07,21540.46,0.0369,0.076,-0.6746
2024-10-03,109642,Google Search,Performance,West,Mobile,38617,2236,202,51622.89,85552.15,0.0579,0.0903,0.6573
2024-03-05,109643,Affiliate,Performance,West,Desktop,11699,194,16,2274.89,5163.19,0.0166,0.0825,1.2696
2024-09-27,109644,Google Search,Remarketing,North,Desktop,16528,1270,105,38756.51,41061.96,0.0768,0.0827,0.0595
2024-07-06,109645,Display,Performance,South,Mobile,26658,158,8,2193.13,2706.9,0.0059,0.0506,0.2343
2024-11-12,109646,Display,Brand,East,Desktop,49914,542,15,5376.98,6868.77,0.0109,0.0277,0.2774
2024-05-17,109647,Email,Performance,East,Mobile,13997,905,46,2600.81,14442.58,0.0647,0.0508,4.5531
2024-12-08,109648,Google Search,Performance,West,Mobile,23798,1842,167,85930.49,65399.29,0.0774,0.0907,-0.2389
2024-04-14,109649,YouTube Ads,Brand,North,Desktop,43549,794,15,10392.5,8024.74,0.0182,0.0189,-0.2278
2024-02-03,109650,Display,Brand,West,Desktop,38556,475,11,4126.4,3232.2,0.0123,0.0232,-0.2167
2024-04-19,109651,Instagram Ads,Performance,North,Mobile,33506,1105,36,25715.44,16766.43,0.033,0.0326,-0.348
2024-02-02,109652,Facebook Ads,Performance,East,Mobile,40224,894,34,30853.78,5624.2,0.0222,0.038,-0.8177
2024-12-19,109653,Instagram Ads,Brand,North,Desktop,43944,998,13,14388.58,5201.25,0.0227,0.013,-0.6385
2024-08-18,109654,Google Search,Remarketing,East,Mobile,28470,1906,160,130108.24,117361.55,0.0669,0.0839,-0.098
2024-11-12,109655,Display,Brand,North,Mobile,41115,572,7,7416.45,1568.16,0.0139,0.0122,-0.7886
2024-09-22,109656,Display,Performance,West,Desktop,38769,473,29,6250.72,15720.02,0.0122,0.0613,1.5149
2024-06-30,109657,Affiliate,Performance,East,Mobile,16155,299,14,5717.94,6608.91,0.0185,0.0468,0.1558
2024-12-05,109658,Instagram Ads,Performance,South,Mobile,41084,586,28,19823.11,11483.16,0.0143,0.0478,-0.4207
2024-03-05,109659,Email,Performance,South,Desktop,13137,598,36,856.16,12954.86,0.0455,0.0602,14.1314
2024-11-28,109660,Google Search,Remarketing,East,Mobile,24319,1482,200,107686.06,68048.51,0.0609,0.135,-0.3681
2024-01-01,109661,YouTube Ads,Performance,South,Mobile,49503,1112,92,24363.17,15494.29,0.0225,0.0827,-0.364
2024-05-12,109662,YouTube Ads,Performance,East,Mobile,25588,708,65,8884.06,10706.84,0.0277,0.0918,0.2052
2024-03-20,109663,Affiliate,Performance,West,Mobile,17011,741,73,11389.42,24900.4,0.0436,0.0985,1.1863
2024-09-27,109664,Display,Performance,West,Mobile,40254,286,8,4038.46,3235.07,0.0071,0.028,-0.1989
2024-08-28,109665,Affiliate,Brand,North,Mobile,19568,837,25,5331.71,7885.91,0.0428,0.0299,0.4791
2024-01-28,109666,Display,Remarketing,South,Mobile,33883,513,31,3721.43,13660.37,0.0151,0.0604,2.6707
2024-08-10,109667,Display,Brand,South,Mobile,25807,449,17,6594.96,6593.12,0.0174,0.0379,-0.0003
2024-01-23,109668,Google Search,Performance,South,Mobile,18932,1366,62,72249.09,31457.74,0.0722,0.0454,-0.5646
2024-04-18,109669,Display,Remarketing,East,Mobile,33404,340,28,1394.43,8105.84,0.0102,0.0824,4.813
2024-04-16,109670,YouTube Ads,Remarketing,West,Mobile,24979,344,50,8331.94,28805.81,0.0138,0.1453,2.4573
2024-05-24,109671,Facebook Ads,Brand,South,Mobile,29929,795,28,29480.34,15636.9,0.0266,0.0352,-0.4696
2024-12-19,109672,Google Search,Performance,North,Mobile,38522,1730,57,118307.52,22824.16,0.0449,0.0329,-0.8071
2024-05-18,109673,YouTube Ads,Brand,South,Mobile,50481,792,9,16530.18,2588.59,0.0157,0.0114,-0.8434
2024-10-10,109674,Facebook Ads,Remarketing,North,Desktop,40798,492,64,12092.78,16580.88,0.0121,0.1301,0.3711
2024-10-24,109675,Instagram Ads,Performance,South,Desktop,35209,1574,54,49788.26,22792.67,0.0447,0.0343,-0.5422
2024-04-08,109676,YouTube Ads,Brand,South,Mobile,39174,579,20,6434.91,8175.34,0.0148,0.0345,0.2705
2024-11-12,109677,Affiliate,Performance,West,Mobile,24338,1029,97,10679.64,32344.21,0.0423,0.0943,2.0286
2024-05-02,109678,Display,Performance,North,Mobile,27569,548,17,3064.51,6965.29,0.0199,0.031,1.2729
2024-11-15,109679,Instagram Ads,Brand,South,Mobile,28851,1268,21,23945.52,5351.39,0.0439,0.0166,-0.7765
2024-10-13,109680,Facebook Ads,Performance,North,Mobile,22448,651,20,11073.17,4233.05,0.029,0.0307,-0.6177
2024-03-21,109681,Facebook Ads,Brand,North,Mobile,36315,949,11,19164.83,4410.32,0.0261,0.0116,-0.7699
2024-01-10,109682,Facebook Ads,Remarketing,West,Mobile,29220,563,58,17290.48,24664.86,0.0193,0.103,0.4265
2024-01-08,109683,Google Search,Performance,West,Desktop,36277,2650,214,121385.95,113116.5,0.073,0.0808,-0.0681
2024-07-23,109684,Affiliate,Performance,North,Mobile,15603,418,26,6903.23,7209.65,0.0268,0.0622,0.0444
2024-11-10,109685,Instagram Ads,Remarketing,West,Desktop,33535,520,46,10885.19,28993.9,0.0155,0.0885,1.6636
2024-07-15,109686,Google Search,Performance,South,Mobile,26081,1165,51,33031.78,17986.37,0.0447,0.0438,-0.4555
2024-07-16,109687,Facebook Ads,Performance,South,Mobile,29553,574,26,18518.9,4741.35,0.0194,0.0453,-0.744
2024-01-30,109688,Instagram Ads,Brand,West,Mobile,27486,981,26,9594.28,12231.16,0.0357,0.0265,0.2748
2024-01-20,109689,Instagram Ads,Remarketing,North,Desktop,39188,689,93,23044.26,54855.91,0.0176,0.135,1.3805
2024-02-17,109690,Google Search,Remarketing,South,Mobile,19770,906,81,63836.18,27165.1,0.0458,0.0894,-0.5745
2024-05-09,109691,Affiliate,Brand,East,Mobile,22862,404,15,7856.35,5364.21,0.0177,0.0371,-0.3172
2024-10-19,109692,Facebook Ads,Performance,North,Mobile,32472,1151,38,20095.96,8107.89,0.0354,0.033,-0.5965
2024-05-11,109693,Google Search,Remarketing,North,Desktop,24220,1604,213,78393.18,65638.27,0.0662,0.1328,-0.1627
2024-12-21,109694,Google Search,Performance,East,Mobile,31743,1646,88,51985.01,33395.53,0.0519,0.0535,-0.3576
2024-02-23,109695,Instagram Ads,Performance,East,Mobile,27206,712,64,13817.5,21420.97,0.0262,0.0899,0.5503
2024-10-07,109696,Google Search,Performance,North,Desktop,28878,1106,104,38291.19,17921.49,0.0383,0.094,-0.532
2024-09-21,109697,Google Search,Remarketing,East,Mobile,16362,805,96,57288.68,68962.83,0.0492,0.1193,0.2038
2024-08-02,109698,Facebook Ads,Remarketing,West,Mobile,36043,1340,114,18287.58,61835.04,0.0372,0.0851,2.3813
2024-10-16,109699,YouTube Ads,Remarketing,West,Mobile,31324,346,33,3287.66,8894.16,0.011,0.0954,1.7053
2024-02-12,109700,Google Search,Remarketing,North,Desktop,33035,2254,237,80794.08,129594.78,0.0682,0.1051,0.604
2024-03-14,109701,Facebook Ads,Remarketing,West,Mobile,29289,334,32,10736.66,20545.51,0.0114,0.0958,0.9136
2024-12-15,109702,Facebook Ads,Brand,South,Mobile,43491,841,28,24314.28,9887.54,0.0193,0.0333,-0.5933
2024-10-04,109703,Google Search,Brand,West,Desktop,13630,986,32,27781.42,17430.12,0.0723,0.0325,-0.3726
2024-11-21,109704,Instagram Ads,Remarketing,West,Mobile,33312,888,45,21624.95,16608.03,0.0267,0.0507,-0.232
2024-08-29,109705,Google Search,Brand,East,Desktop,24925,1623,23,114885.44,5918.42,0.0651,0.0142,-0.9485
2024-05-09,109706,Google Search,Remarketing,West,Mobile,20035,704,60,33181.93,42578.28,0.0351,0.0852,0.2832
2024-12-15,109707,Instagram Ads,Remarketing,North,Mobile,40104,1385,162,33959.46,40769.33,0.0345,0.117,0.2005
2024-07-12,109708,Facebook Ads,Performance,West,Mobile,23228,803,37,20845.27,11148.37,0.0346,0.0461,-0.4652
2024-02-01,109709,Google Search,Performance,West,Desktop,20061,1409,74,58430.05,13077.63,0.0702,0.0525,-0.7762
2024-04-15,109710,Instagram Ads,Brand,North,Mobile,25733,681,16,5495.31,7307.5,0.0265,0.0235,0.3298
2024-07-22,109711,Affiliate,Brand,North,Mobile,21867,1019,28,7942.51,5550.2,0.0466,0.0275,-0.3012
2024-01-01,109712,Email,Performance,East,Mobile,15916,775,72,3711.2,11307.85,0.0487,0.0929,2.047
2024-09-01,109713,Display,Brand,South,Desktop,38069,657,22,4767.03,11451.55,0.0173,0.0335,1.4022
2024-03-12,109714,Display,Remarketing,West,Mobile,40955,335,28,2199.44,17495.49,0.0082,0.0836,6.9545
2024-11-01,109715,Affiliate,Performance,South,Mobile,22842,510,42,7246.33,16473.38,0.0223,0.0824,1.2733
2024-01-15,109716,Email,Remarketing,East,Desktop,18493,1067,142,4924.4,42383.09,0.0577,0.1331,7.6068
2024-02-22,109717,YouTube Ads,Brand,North,Desktop,43381,964,24,10651.47,4458.28,0.0222,0.0249,-0.5814
2024-01-08,109718,Facebook Ads,Performance,North,Mobile,35629,1079,54,18011.4,24480.98,0.0303,0.05,0.3592
2024-11-25,109719,Google Search,Performance,North,Desktop,24751,1035,99,76711.87,20279.14,0.0418,0.0957,-0.7356
2024-02-15,109720,YouTube Ads,Brand,East,Mobile,40866,686,26,14042.51,8861.34,0.0168,0.0379,-0.369
2024-11-20,109721,Affiliate,Performance,West,Mobile,29115,700,32,10877.25,7352.6,0.024,0.0457,-0.324
2024-04-23,109722,Instagram Ads,Remarketing,East,Mobile,39501,562,72,12950.83,45875.46,0.0142,0.1281,2.5423
2024-05-26,109723,Email,Brand,North,Mobile,18546,560,6,1513.24,2979.17,0.0302,0.0107,0.9687
2024-06-14,109724,Instagram Ads,Performance,West,Desktop,31420,1408,42,35512.58,13891.87,0.0448,0.0298,-0.6088
2024-05-18,109725,Instagram Ads,Performance,North,Desktop,18190,358,19,4960.64,8916.52,0.0197,0.0531,0.7975
2024-04-26,109726,Facebook Ads,Remarketing,North,Mobile,27997,413,39,14257.03,22271.72,0.0148,0.0944,0.5622
2024-10-25,109727,Instagram Ads,Brand,East,Desktop,38294,1340,35,25785.19,12802.55,0.035,0.0261,-0.5035
2024-10-02,109728,Facebook Ads,Brand,East,Mobile,24907,698,14,22784.26,3113.25,0.028,0.0201,-0.8634
2024-10-03,109729,Email,Brand,South,Mobile,19795,1134,15,4815.8,7277.16,0.0573,0.0132,0.5111
2024-12-03,109730,Display,Brand,North,Desktop,38553,570,11,2225.25,5061.13,0.0148,0.0193,1.2744
2024-11-08,109731,Display,Brand,West,Desktop,39062,325,11,3609.26,3016.47,0.0083,0.0338,-0.1642
2024-06-26,109732,Facebook Ads,Performance,North,Mobile,27438,686,36,13090.64,12011.99,0.025,0.0525,-0.0824
2024-11-25,109733,Display,Performance,West,Mobile,45704,349,24,2549.63,10306.88,0.0076,0.0688,3.0425
2024-12-19,109734,Facebook Ads,Performance,South,Mobile,42574,749,58,23970.4,23789.53,0.0176,0.0774,-0.0075
2024-06-02,109735,Facebook Ads,Brand,North,Mobile,19728,781,24,30241.84,14153.42,0.0396,0.0307,-0.532
2024-07-19,109736,Email,Performance,West,Mobile,16688,941,60,3965.99,18965.26,0.0564,0.0638,3.782
2024-12-31,109737,Facebook Ads,Brand,West,Mobile,41695,1396,19,26176.27,10311.38,0.0335,0.0136,-0.6061
2024-04-24,109738,Google Search,Brand,South,Mobile,23442,738,27,46103.54,5645.67,0.0315,0.0366,-0.8775
2024-06-07,109739,Facebook Ads,Performance,East,Desktop,33428,717,34,14219.99,13117.39,0.0214,0.0474,-0.0775
2024-02-11,109740,Email,Brand,South,Mobile,8744,417,8,1150.24,2347.95,0.0477,0.0192,1.0413
2024-09-03,109741,Facebook Ads,Remarketing,West,Mobile,31237,452,57,6188.61,18191.26,0.0145,0.1261,1.9395
2024-03-08,109742,YouTube Ads,Brand,South,Desktop,34430,918,30,19907.57,14370.83,0.0267,0.0327,-0.2781
2024-11-21,109743,YouTube Ads,Remarketing,East,Mobile,35460,392,54,7031.69,22947.43,0.0111,0.1378,2.2634
2024-11-29,109744,Email,Performance,North,Desktop,11320,586,18,2608.79,6565.46,0.0518,0.0307,1.5167
2024-07-14,109745,Display,Performance,South,Mobile,36473,485,44,2755.81,18226.92,0.0133,0.0907,5.614
2024-03-30,109746,Instagram Ads,Performance,South,Mobile,31580,1264,108,14525.77,37835.19,0.04,0.0854,1.6047
2024-04-20,109747,Google Search,Brand,North,Mobile,32491,1481,38,102081.33,12910.61,0.0456,0.0257,-0.8735
2024-12-24,109748,Facebook Ads,Brand,South,Mobile,41986,777,11,28258.95,4748.16,0.0185,0.0142,-0.832
2024-05-24,109749,Instagram Ads,Performance,East,Mobile,25943,1035,70,13084.49,36890.78,0.0399,0.0676,1.8194
2024-10-01,109750,Email,Performance,West,Mobile,30208,938,40,3346.4,8191.14,0.0311,0.0426,1.4477
2024-06-27,109751,Google Search,Performance,South,Mobile,28208,1898,185,56757.38,49382.7,0.0673,0.0975,-0.1299
2024-08-28,109752,Facebook Ads,Performance,North,Mobile,21370,336,26,3506.55,12617.16,0.0157,0.0774,2.5982
2024-11-21,109753,Email,Brand,North,Mobile,17416,1110,30,3517.95,17863.6,0.0637,0.027,4.0778
2024-11-14,109754,YouTube Ads,Remarketing,South,Desktop,50720,1342,176,32216.68,91119.78,0.0265,0.1311,1.8283
2024-11-26,109755,Email,Brand,North,Desktop,16815,998,25,3355.25,5530.06,0.0594,0.0251,0.6482
2024-06-01,109756,Display,Brand,West,Desktop,47671,589,6,4800.08,3256.18,0.0124,0.0102,-0.3216
2024-04-13,109757,Email,Remarketing,West,Mobile,13913,301,22,640.59,12316.96,0.0216,0.0731,18.2275
2024-03-15,109758,YouTube Ads,Brand,North,Mobile,36135,394,15,4188.05,5922.98,0.0109,0.0381,0.4143
2024-05-07,109759,Instagram Ads,Remarketing,South,Mobile,33188,898,121,13562.59,79956.25,0.0271,0.1347,4.8954
2024-07-17,109760,Affiliate,Brand,South,Desktop,18541,306,11,2490.06,2546.64,0.0165,0.0359,0.0227
2024-06-02,109761,Instagram Ads,Brand,North,Mobile,23800,335,4,3281.76,1289.19,0.0141,0.0119,-0.6072
2024-02-25,109762,Google Search,Brand,West,Mobile,38536,1397,24,91398.79,10793.29,0.0363,0.0172,-0.8819
2024-10-04,109763,Facebook Ads,Performance,West,Mobile,49825,888,30,17281.1,4698.33,0.0178,0.0338,-0.7281
2024-12-10,109764,YouTube Ads,Performance,South,Mobile,31077,760,66,6172.16,30172.72,0.0245,0.0868,3.8885
2024-01-19,109765,Affiliate,Brand,West,Mobile,29365,489,7,6876.79,3689.12,0.0167,0.0143,-0.4635
2024-06-07,109766,Google Search,Brand,East,Desktop,21493,1701,37,129380.46,10775.85,0.0791,0.0218,-0.9167
2024-01-26,109767,Google Search,Brand,West,Desktop,32090,1402,25,85955.56,8100.64,0.0437,0.0178,-0.9058
2024-06-17,109768,Display,Performance,South,Mobile,47109,461,43,2444.03,10976.8,0.0098,0.0933,3.4913
2024-01-23,109769,Affiliate,Remarketing,West,Mobile,24050,569,63,6379.54,40979.55,0.0237,0.1107,5.4236
2024-02-16,109770,Facebook Ads,Performance,West,Mobile,47110,1322,113,45945.94,28692.79,0.0281,0.0855,-0.3755
2024-01-13,109771,Facebook Ads,Remarketing,North,Mobile,36401,385,42,4434.91,16135.3,0.0106,0.1091,2.6382
2024-08-04,109772,YouTube Ads,Brand,East,Desktop,46289,465,13,5455.11,6325.94,0.01,0.028,0.1596
2024-11-17,109773,Facebook Ads,Brand,North,Mobile,45084,584,12,12634.88,5280.55,0.013,0.0205,-0.5821
2024-07-12,109774,Display,Performance,West,Desktop,21750,325,15,2740.23,4006.19,0.0149,0.0462,0.462
2024-05-23,109775,Google Search,Remarketing,West,Mobile,23723,1102,93,58977.76,44164.62,0.0465,0.0844,-0.2512
2024-03-13,109776,Google Search,Remarketing,North,Mobile,18305,949,75,47090.33,46743.68,0.0518,0.079,-0.0074
2024-06-04,109777,Google Search,Performance,East,Mobile,21497,1665,130,49551.62,37157.73,0.0775,0.0781,-0.2501
2024-03-17,109778,Facebook Ads,Performance,South,Desktop,33372,533,31,11996.87,4380.58,0.016,0.0582,-0.6349
2024-06-17,109779,Google Search,Brand,North,Mobile,21672,726,19,30594.61,9601.3,0.0335,0.0262,-0.6862
2024-10-13,109780,Google Search,Performance,West,Desktop,28921,1505,126,114017.74,67685.88,0.052,0.0837,-0.4064
2024-03-25,109781,Email,Performance,West,Desktop,9913,279,13,1107.99,2355.76,0.0281,0.0466,1.1262
2024-06-30,109782,Google Search,Remarketing,South,Desktop,19548,727,67,52318.44,36792.09,0.0372,0.0922,-0.2968
2024-11-10,109783,Affiliate,Performance,West,Desktop,34008,998,66,15613.39,19272.06,0.0293,0.0661,0.2343
2024-10-23,109784,Facebook Ads,Remarketing,West,Mobile,30986,932,51,10910.19,25514.15,0.0301,0.0547,1.3386
2024-04-21,109785,YouTube Ads,Performance,South,Mobile,36554,487,19,7052.32,4531.74,0.0133,0.039,-0.3574
2024-08-17,109786,Facebook Ads,Remarketing,West,Mobile,31749,1151,64,38373.75,35423.49,0.0363,0.0556,-0.0769
2024-04-05,109787,Facebook Ads,Performance,West,Mobile,32783,684,56,18976.36,11130.04,0.0209,0.0819,-0.4135
2024-06-16,109788,Instagram Ads,Performance,East,Desktop,24336,1042,53,29676.88,9272.38,0.0428,0.0509,-0.6876
2024-06-04,109789,Instagram Ads,Brand,North,Mobile,16405,463,10,15729.14,4234.77,0.0282,0.0216,-0.7308
2024-04-14,109790,Email,Performance,East,Mobile,17028,959,73,1907.97,19598.37,0.0563,0.0761,9.2718
2024-07-11,109791,Email,Performance,East,Desktop,19981,1247,121,6152.15,54008.0,0.0624,0.097,7.7787
2024-11-25,109792,YouTube Ads,Remarketing,West,Mobile,70028,1376,180,10196.99,63723.17,0.0196,0.1308,5.2492
2024-05-11,109793,Instagram Ads,Performance,North,Mobile,22977,920,31,30213.6,12012.29,0.04,0.0337,-0.6024
2024-12-20,109794,Display,Performance,North,Mobile,46222,493,25,2621.91,11710.45,0.0107,0.0507,3.4664
2024-05-17,109795,YouTube Ads,Brand,West,Desktop,65298,1044,11,20240.82,3679.3,0.016,0.0105,-0.8182
2024-11-26,109796,Affiliate,Remarketing,East,Mobile,23977,1026,57,17184.93,37677.49,0.0428,0.0556,1.1925
2024-09-26,109797,Display,Brand,East,Desktop,37228,320,4,4074.77,1367.99,0.0086,0.0125,-0.6643
2024-02-07,109798,Google Search,Remarketing,East,Mobile,15664,1031,84,47697.06,45794.12,0.0658,0.0815,-0.0399
2024-02-14,109799,Facebook Ads,Performance,North,Desktop,37814,465,21,7012.74,2993.0,0.0123,0.0452,-0.5732
2024-06-11,109800,Instagram Ads,Remarketing,West,Mobile,26952,888,75,26189.69,25096.52,0.0329,0.0845,-0.0417
2024-11-26,109801,Email,Performance,North,Mobile,13986,938,82,3356.0,13340.31,0.0671,0.0874,2.9751
2024-09-09,109802,Instagram Ads,Performance,East,Mobile,32853,889,76,13302.47,12984.32,0.0271,0.0855,-0.0239
2024-06-17,109803,Email,Performance,North,Mobile,16800,685,37,1760.68,19319.83,0.0408,0.054,9.9729
2024-10-11,109804,Facebook Ads,Performance,North,Mobile,29756,780,59,14764.31,24710.99,0.0262,0.0756,0.6737
2024-09-30,109805,Google Search,Performance,West,Mobile,14616,964,54,72191.52,14318.71,0.066,0.056,-0.8017
2024-01-20,109806,Google Search,Performance,West,Mobile,25869,1240,70,84595.38,26533.47,0.0479,0.0565,-0.6863
2024-08-26,109807,Instagram Ads,Brand,North,Desktop,32847,394,11,12540.36,4259.21,0.012,0.0279,-0.6604
2024-09-26,109808,YouTube Ads,Performance,South,Mobile,42668,812,46,4897.99,20988.83,0.019,0.0567,3.2852
2024-11-05,109809,Facebook Ads,Performance,West,Desktop,46422,1048,71,31262.53,15804.14,0.0226,0.0677,-0.4945
2024-01-31,109810,YouTube Ads,Performance,South,Desktop,22876,451,17,4668.78,5112.26,0.0197,0.0377,0.095
2024-11-09,109811,Google Search,Remarketing,West,Mobile,22389,1472,152,95520.86,41426.11,0.0657,0.1033,-0.5663
2024-04-13,109812,Google Search,Remarketing,East,Mobile,26385,1165,144,85587.07,78875.07,0.0442,0.1236,-0.0784
2024-06-18,109813,Email,Performance,South,Mobile,8243,373,34,1515.76,11013.67,0.0453,0.0912,6.2661
2024-07-04,109814,Facebook Ads,Remarketing,East,Desktop,21884,385,24,14370.4,12733.57,0.0176,0.0623,-0.1139
2024-05-07,109815,YouTube Ads,Brand,East,Desktop,34729,628,14,8147.99,6521.99,0.0181,0.0223,-0.1996
2024-07-28,109816,Display,Performance,North,Mobile,39505,401,25,4206.46,6950.49,0.0102,0.0623,0.6523
2024-10-07,109817,Display,Performance,East,Mobile,55716,587,54,5105.88,12080.32,0.0105,0.092,1.366
2024-09-09,109818,Google Search,Performance,East,Mobile,29523,1740,83,121460.23,16686.47,0.0589,0.0477,-0.8626
2024-01-19,109819,Instagram Ads,Performance,East,Desktop,41121,1429,59,33156.8,23045.99,0.0348,0.0413,-0.3049
2024-07-18,109820,Email,Performance,East,Desktop,18223,375,14,1439.8,6990.35,0.0206,0.0373,3.8551
2024-08-07,109821,Email,Performance,North,Desktop,17962,1146,46,4038.15,13922.14,0.0638,0.0401,2.4477
2024-05-15,109822,Email,Performance,North,Mobile,17849,682,61,3033.9,11789.74,0.0382,0.0894,2.886
2024-08-10,109823,Facebook Ads,Performance,East,Mobile,25602,750,55,19386.74,10062.21,0.0293,0.0733,-0.481
2024-01-03,109824,Google Search,Brand,South,Desktop,16282,588,13,15599.33,5072.69,0.0361,0.0221,-0.6748
2024-08-23,109825,Instagram Ads,Performance,West,Desktop,23002,709,64,23836.6,24406.36,0.0308,0.0903,0.0239
2024-12-07,109826,Email,Brand,South,Mobile,21786,1174,22,3784.68,10222.55,0.0539,0.0187,1.701
2024-08-15,109827,Facebook Ads,Remarketing,East,Mobile,27650,407,58,13627.85,21588.72,0.0147,0.1425,0.5842
2024-05-21,109828,Google Search,Performance,North,Mobile,28820,2179,181,132356.83,62454.15,0.0756,0.0831,-0.5281
2024-01-09,109829,Email,Remarketing,East,Desktop,8143,471,24,1284.23,12468.39,0.0578,0.051,8.7088
2024-07-08,109830,Facebook Ads,Performance,East,Mobile,30548,794,49,30599.83,10206.6,0.026,0.0617,-0.6664
2024-12-15,109831,Google Search,Brand,North,Mobile,23584,903,31,57766.0,12195.67,0.0383,0.0343,-0.7889
2024-06-13,109832,Google Search,Brand,South,Mobile,18400,1348,29,45685.01,14509.98,0.0733,0.0215,-0.6824
2024-05-18,109833,Facebook Ads,Performance,West,Mobile,42496,512,50,20415.69,19180.4,0.012,0.0977,-0.0605
2024-10-02,109834,Instagram Ads,Remarketing,East,Mobile,51669,816,109,28556.98,68942.8,0.0158,0.1336,1.4142
2024-10-17,109835,Facebook Ads,Brand,North,Mobile,26334,814,26,15209.96,14984.92,0.0309,0.0319,-0.0148
2024-02-22,109836,Google Search,Brand,West,Desktop,23557,1005,14,79506.77,4341.95,0.0427,0.0139,-0.9454
2024-06-23,109837,Google Search,Performance,West,Mobile,21802,1154,43,65827.37,21349.11,0.0529,0.0373,-0.6757
2024-04-19,109838,Facebook Ads,Performance,West,Mobile,35528,929,69,14452.22,25440.92,0.0261,0.0743,0.7603
2024-07-21,109839,YouTube Ads,Remarketing,North,Mobile,31767,574,66,14100.3,48035.7,0.0181,0.115,2.4067
2024-05-15,109840,Google Search,Performance,East,Mobile,19967,682,27,17809.84,5843.84,0.0342,0.0396,-0.6719
2024-01-04,109841,Instagram Ads,Brand,North,Mobile,30051,1091,38,27504.12,13191.52,0.0363,0.0348,-0.5204
2024-06-03,109842,Google Search,Remarketing,East,Mobile,22955,964,132,67698.54,51809.24,0.042,0.1369,-0.2347
2024-06-20,109843,Google Search,Performance,South,Mobile,27379,1832,108,127794.21,18197.98,0.0669,0.059,-0.8576
2024-12-23,109844,Google Search,Performance,West,Desktop,24880,1822,132,37118.12,43229.91,0.0732,0.0724,0.1647
2024-02-16,109845,Google Search,Performance,East,Desktop,23719,1347,88,61302.93,43358.32,0.0568,0.0653,-0.2927
2024-04-03,109846,YouTube Ads,Brand,South,Mobile,47771,1124,12,7615.28,5960.31,0.0235,0.0107,-0.2173
2024-02-17,109847,Instagram Ads,Brand,North,Desktop,27574,364,4,5463.49,1097.49,0.0132,0.011,-0.7991
2024-08-27,109848,Display,Brand,West,Desktop,20308,112,3,1596.71,888.03,0.0055,0.0268,-0.4438
2024-12-12,109849,Google Search,Remarketing,East,Desktop,42186,1681,166,122823.48,119098.52,0.0398,0.0988,-0.0303
2024-07-31,109850,Google Search,Remarketing,West,Mobile,22024,1055,117,62827.73,35610.91,0.0479,0.1109,-0.4332
2024-12-05,109851,Facebook Ads,Brand,West,Desktop,35401,548,15,20249.84,5372.89,0.0155,0.0274,-0.7347
2024-11-19,109852,Email,Performance,West,Mobile,29372,1519,85,3440.48,36194.21,0.0517,0.056,9.5201
2024-05-18,109853,Facebook Ads,Performance,North,Desktop,45845,839,26,29234.36,9912.85,0.0183,0.031,-0.6609
2024-07-23,109854,Facebook Ads,Brand,West,Mobile,33411,1181,39,36077.81,23147.56,0.0353,0.033,-0.3584
2024-03-13,109855,Facebook Ads,Performance,East,Mobile,21853,586,36,18763.54,18402.31,0.0268,0.0614,-0.0193
2024-01-04,109856,Google Search,Performance,North,Mobile,33595,1642,65,41287.86,26843.82,0.0489,0.0396,-0.3498
2024-03-16,109857,Affiliate,Brand,South,Desktop,11142,515,5,5270.79,2164.3,0.0462,0.0097,-0.5894
2024-11-24,109858,Instagram Ads,Remarketing,East,Desktop,34741,1366,70,12724.65,38943.59,0.0393,0.0512,2.0605
2024-03-17,109859,Email,Performance,North,Mobile,13258,808,26,1294.42,10427.11,0.0609,0.0322,7.0554
2024-10-30,109860,YouTube Ads,Brand,East,Mobile,39579,950,13,9908.43,3952.78,0.024,0.0137,-0.6011
2024-09-12,109861,Instagram Ads,Remarketing,East,Desktop,29622,955,69,22741.86,33393.25,0.0322,0.0723,0.4684
2024-04-11,109862,Google Search,Brand,South,Mobile,28831,1393,24,91370.89,12053.7,0.0483,0.0172,-0.8681
2024-04-15,109863,YouTube Ads,Remarketing,North,Mobile,47863,827,93,5929.21,34822.73,0.0173,0.1125,4.8731
2024-11-28,109864,Google Search,Performance,West,Desktop,29388,1832,85,42651.88,31980.94,0.0623,0.0464,-0.2502
2024-02-08,109865,Facebook Ads,Performance,East,Desktop,28424,431,33,15735.44,6175.44,0.0152,0.0766,-0.6075
2024-11-09,109866,YouTube Ads,Remarketing,East,Mobile,58249,1526,201,11609.58,83716.66,0.0262,0.1317,6.211
2024-10-01,109867,Email,Performance,East,Mobile,21951,1469,83,4103.25,16039.34,0.0669,0.0565,2.9089
2024-03-28,109868,YouTube Ads,Performance,East,Desktop,41378,420,33,3047.05,13368.27,0.0102,0.0786,3.3873
2024-07-29,109869,YouTube Ads,Performance,East,Desktop,28209,239,8,3752.52,2090.58,0.0085,0.0335,-0.4429
2024-03-17,109870,Google Search,Performance,North,Mobile,14433,535,28,14111.08,12551.0,0.0371,0.0523,-0.1106
2024-03-17,109871,Facebook Ads,Performance,East,Mobile,34946,1146,89,37667.48,35787.83,0.0328,0.0777,-0.0499
